ID	Speech	action_code	action_only	num_lines_before	num_lines_after	anno_before	anno_after	num_lines_last_mvmt	max_repeated_word	count_uppercase_words	period	comma	semicolon	hyphen	total_words	question	apostrophe	exclamation	big_action_only	speaker_action_only	speaker_big_action_only	speaker_action_code	WRB 	WPSS	WP 	WDT 	VBZ 	VBP 	VBN 	VBG 	VBD 	VB 	UH 	TO 	SYM 	RP 	RBS 	RBR 	RB 	PRPSS	PRP 	POS 	PDT 	NNS 	NNPS 	NNP 	NN 	MD 	LS 	JJS 	JJR 	JJ 	IN 	FW 	EX 	DT 	CD 	CC 	speakerpostn	numcharsonstage	BERNARDO	CORNELIUS	FRANCISCO	GHOST	GUILDENSTERN	HAMLET	HORATIO	KINGCLAUDIUS	LAERTES	LORDPOLONIUS	LUCIANUS	MARCELLUS	OPHELIA	OSRIC	PRINCEFORTINBRAS	QUEENGERTRUDE	REYNALDO	ROSENCRANTZ	VOLTIMAND	Random1	Random2	Random3	Random4	Random5	Random6	Random7	Random8	Random9	Random10	fight_in_general	point	look	run_walk_jog	handle_object	sit_stand_lie_down_kneel	gestures	new_big_actions	neg_big_actions	sortbig	sortany	sortwalk	sortfight	sortpoint	sortlook	sorthandle	sortposture	sortgesture	sortbig_rand	sortany_rand	sortwalk_rand	sortfight_rand	sortpoint_rand	sortlook_rand	sorthandle_rand	sortposture_rand	sortgesture_rand	firstpos	secondpos	thirdpos	fourthpos	fifthpos	sixthpos	seventhpos	eighthpos	ninethpos	tenthpos	eleventhpos	twelfthpos	thirteenthpos	fourteenthpos	fifteenthpos	POS_sentence
525	"Not of that dye which their investments show,"	0	0	13	7	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						2691	4154	4965	2293	682	989	2579	1482	3814	1832	0	0	0	0	0	0	0	0	-1	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	2691	RB	IN	DT	NN	WDT	PRP$	NNS	.								RB IN DT NN WDT PRP$ NNS .       
526	"But mere implorators of unholy suits,"	0	0	14	6	0	0	1	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	1																						2432	1508	2082	399	4423	1642	3842	366	891	1426	0	0	0	0	0	0	0	0	-1	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	2432	CC	JJ	NNS	IN	JJ	NN										CC JJ NNS IN JJ NN         
527	"Breathing like sanctified and pious bawds,"	0	0	15	5	0	0	2	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1																						3691	2266	3396	82	2716	1809	2357	3853	2791	2711	0	0	0	0	0	0	0	0	-1	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	3691	VBG	IN	VBN	CC	JJ	NNS										VBG IN VBN CC JJ NNS         
528	The better to beguile. This is for all:	0	0	16	4	0	0	3	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	2	0	0																						1850	2185	1768	4381	3781	4076	1520	4016	3041	2618	0	0	0	0	0	0	0	0	-1	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	DT	JJR	TO	VB	DT	VBZ	IN	NNS								DT JJR TO VB DT VBZ IN NNS       
529	"I would not, in plain terms, from this time forth,"	0	0	17	3	0	0	4	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	1	3	0	0	1	0	0																						942	1442	2069	2821	139	1413	2724	3939	1006	3330	0	0	0	0	0	0	0	0	-1	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	942	PRP	MD	RB	IN	JJ	NN	IN	DT	NN	IN						PRP MD RB IN JJ NN IN DT NN IN     
530	"Have you so slander any moment leisure,"	0	0	18	2	0	0	5	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0																						130	3702	2788	1445	310	952	4269	1062	1303	989	0	0	0	0	0	0	0	0	-1	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	VBP	PRP	RB	IN	DT	NN	NN									VBP PRP RB IN DT NN NN        
531	As to give words or talk with the Lord Hamlet.	0	0	19	1	0	0	6	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	2	0	0	1	0	1																						4553	3888	3403	2632	992	3764	3466	1515	460	2973	0	0	0	0	0	0	0	0	-1	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	4553	IN	TO	VB	NNS	CC	NN	IN	DT	NNP	NNP						IN TO VB NNS CC NN IN DT NNP NNP     
532	"Look to''t, I charge you: come your ways."	0	0	20	0	0	0	7	0	1	1	1	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																						841	4712	2868	811	17	4232	233	3876	4915	3870	0	0	0	0	0	0	0	0	-1	841	841	841	841	841	841	841	841	841	841	841	841	841	841	841	841	841	841	VB	","	PRP	VBP	PRP	VBP	PRP$	NN								"VB , PRP VBP PRP VBP PRP$ NN       "
533	"I shall obey, my lord."	17	1	0	0	0	1	0	0	0	1	1	0	0	5	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0																						4239	3748	4265	3848	28	1585	4697	2611	321	3264	0	0	0	1	0	0	0	0	-1	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	4239	PRP	MD	VB	PRP$	NN											PRP MD VB PRP$ NN          
534	The air bites shrewdly; it is very cold.	23	1	0	0	0	0	0	0	0	1	0	1	0	8	0	0	0	1	1	1	23	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0																						4482	173	3555	4466	4885	709	4030	4717	1511	1766	0	0	1	0	0	0	0	0	-1	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	4482	DT	NN	VBZ	VB	PRP	VBZ	RB	JJS								DT NN VBZ VB PRP VBZ RB JJS       
535	It is a nipping and an eager air.	23	1	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	1	1	1	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	1																						2065	769	832	1342	4399	1654	1513	1793	996	3154	0	0	1	0	0	0	0	0	-1	2065	-1	2065	2065	2065	-1	2065	2065	2065	2065	15	2065	2065	2065	119	2065	2065	2065	PRP	VBZ	DT	NN	CC	DT	JJ	NN								PRP VBZ DT NN CC DT JJ NN       
536	What hour now?	23	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	1	1	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																						32	192	567	2297	3041	4687	1598	4095	634	570	0	0	1	0	0	0	0	0	-1	32	-1	32	32	32	-1	32	32	32	32	117	32	32	32	26	32	32	32	WP	NN	RB													WP NN RB            
537	I think it lacks of twelve.	23	1	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	1	1	1	23	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0																						237	1152	589	1439	4875	83	1781	2610	3587	387	0	0	1	0	0	0	0	0	-1	237	-1	237	237	237	-1	237	237	237	237	663	237	237	237	57	237	237	237	PRP	VBP	PRP	VBZ	IN	NN										PRP VBP PRP VBZ IN NN         
538	"No, it is struck."	23	1	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0	1	1	1	23	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																						4005	2333	4627	2068	2461	4397	544	402	1381	2820	0	0	1	0	0	0	0	0	-1	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	4005	NN	PRP	VBZ	VBG												NN PRP VBZ VBG           
539	Indeed? I heard it not: then it draws near the season	27	1	0	1	0	0	0	2	1	0	0	0	0	11	1	0	0	1	1	1	27	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0																						1482	4524	1736	4713	4008	2015	4167	2375	4800	609	0	0	0	0	0	0	0	1	1	-1	-1	1482	1482	1482	1482	1482	1482	1482	134	826	1482	1482	1482	1482	1482	1482	1482	RB	PRP	VBD	PRP	RB	RB	PRP	VBZ	IN	DT	NN					RB PRP VBD PRP RB RB PRP VBZ IN DT NN    
540	Wherein the spirit held his wont to walk.	0	0	1	0	0	1	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0																						3736	1237	118	4477	812	3212	1118	964	2774	1017	0	0	0	0	0	0	0	0	-1	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	3736	WRB	DT	NN	VBD	PRP$	NN	TO	MD								WRB DT NN VBD PRP$ NN TO MD       
541	"What does this mean, my lord?"	23	1	0	0	1	0	1	0	0	0	1	0	0	6	1	0	0	1	1	1	23	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0																						3097	4888	4670	3059	497	4530	478	2664	3820	250	0	0	1	0	0	0	0	0	-1	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	3097	WP	VBZ	DT	RB	PRP$	NN										WP VBZ DT RB PRP$ NN         
542	"The king doth wake to-night and takes his rouse,"	23	1	0	4	0	0	0	0	0	0	1	0	1	9	0	0	0	1	1	1	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	1	0	1																						4843	1285	2380	718	3122	280	838	4062	3018	2795	0	0	1	0	0	0	0	0	-1	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	4843	DT	NN	IN	NN	JJ	CC	VBZ	PRP$	NN							DT NN IN NN JJ CC VBZ PRP$ NN      
543	"Keeps wassail, and the swaggering up-spring reels;"	0	0	1	3	0	0	0	0	0	0	1	1	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1																						616	2603	4989	4244	2709	1527	1611	4188	2590	2503	0	0	0	0	0	0	0	0	-1	616	616	616	616	616	616	616	616	616	616	616	616	616	616	616	616	616	616	NNS	","	CC	DT	VBG	JJ	NNS									"NNS , CC DT VBG JJ NNS        "
544	"And, as he drains his draughts of Rhenish down,"	0	0	2	2	0	0	1	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0																						2521	695	953	4797	3204	3026	4105	1959	4647	523	0	0	0	0	0	0	0	0	-1	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	2521	NNP	IN	PRP	VBZ	PRP$	NNS	IN	NNP	.							NNP IN PRP VBZ PRP$ NNS IN NNP .      
545	The kettle-drum and trumpet thus bray out	0	0	3	1	0	0	2	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1																						1390	3102	55	4356	2755	4624	3503	27	514	244	0	0	0	0	0	0	0	0	-1	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	DT	NN	CC	NN	RB	VB	IN									DT NN CC NN RB VB IN        
546	The triumph of his pledge.	0	0	4	0	0	0	3	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0																						3769	4176	1571	4852	246	2231	1030	1333	488	1579	0	0	0	0	0	0	0	0	-1	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	3769	DT	NN	IN	PRP$	NN											DT NN IN PRP$ NN          
547	Is it a custom?	23	1	0	0	0	0	4	0	0	0	0	0	0	4	1	0	0	1	1	1	23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0																						1849	3864	2711	4393	4861	1198	2421	4223	2072	2826	0	0	1	0	0	0	0	0	-1	1849	-1	1849	1849	1849	-1	1849	1849	1849	1849	1817	1849	1849	1849	397	1849	1849	1849	VBZ	PRP	DT	NN												VBZ PRP DT NN           
548	"Ay, marry, is''t:"	23	1	0	6	0	0	0	0	0	0	2	0	0	3	0	1	0	1	1	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0																						4981	3589	3793	2369	2509	819	2	1577	1423	152	0	0	1	0	0	0	0	0	-1	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	4981	NNP	NN	.													NNP NN .            
549	"But to my mind, though I am native here"	0	0	1	5	0	0	0	0	1	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1																						731	997	781	4487	4496	2260	3787	2246	410	155	0	0	0	0	0	0	0	0	-1	731	731	731	731	731	731	731	731	731	731	731	731	731	731	731	731	731	731	CC	TO	PRP$	NN	IN	PRP	VBP	JJ	RB							CC TO PRP$ NN IN PRP VBP JJ RB      
550	"And to the manner born, it is a custom"	0	0	2	4	0	0	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1																						3879	527	2779	325	398	2382	2068	1515	1282	3532	0	0	0	0	0	0	0	0	-1	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	3879	CC	TO	DT	NN	VBD	PRP	VBZ	DT	NN							CC TO DT NN VBD PRP VBZ DT NN      
551	More honour''d in the breach than the observance.	0	0	3	3	0	0	2	2	0	1	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	0	2	0	0																						2381	3622	2594	1211	4815	4020	3380	4332	1299	2569	0	0	0	0	0	0	0	0	-1	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	2381	JJR	NN	IN	DT	NN	IN	DT	NN								JJR NN IN DT NN IN DT NN       
552	This heavy-headed revel east and west	17	1	4	2	0	0	3	2	0	0	0	0	1	6	0	0	0	1	1	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1																						4658	3243	2306	448	2015	2648	4082	3457	3818	4111	0	0	0	1	0	0	0	0	-1	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	4658	DT	JJ	NN	RB	CC	RB										DT JJ NN RB CC RB         
553	Makes us traduced and tax''d of other nations:	0	0	5	1	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1																						621	1025	3543	2432	1309	4345	4261	2892	2934	285	0	0	0	0	0	0	0	0	-1	621	621	621	621	621	621	621	621	621	621	621	621	621	621	621	621	621	621	VBZ	PRP	VBN	CC	NN	IN	JJ	NN								VBZ PRP VBN CC NN IN JJ NN       
554	"They clepe us drunkards, and with swinish phrase"	0	0	6	0	0	0	1	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1																						2422	2241	1767	3140	1140	3648	2074	4062	2540	4490	0	0	0	0	0	0	0	0	-1	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	2422	PRP	VBP	PRP	NNS	CC	IN	JJ	NN								PRP VBP PRP NNS CC IN JJ NN       
555	"Look, my lord, it comes!"	10	0	0	0	0	1	2	0	0	0	2	0	0	5	0	0	1	1	0	1	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0																						1266	4610	3101	792	914	1844	2387	3313	515	2400	0	1	0	0	0	0	1	1	1	-1	1266	1266	1266	-1	1266	1266	1266	-1	745	1266	1266	1266	39	1266	1266	1266	131	VB	PRP$	NN	PRP	MD											VB PRP$ NN PRP MD          
556	Angels and ministers of grace defend us!	23	1	0	18	0	0	0	0	0	0	0	0	0	7	0	0	1	1	1	1	23	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1																						4916	4669	2706	2197	2434	2662	4159	4576	4251	1378	0	0	1	0	0	0	0	0	-1	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	4916	NNPS	CC	NNS	IN	NN	VBP	VBG									NNPS CC NNS IN NN VBP VBG        
557	"Be thou a spirit of health or goblin damn''d,"	27	1	1	17	0	0	0	0	0	0	1	0	0	9	0	1	0	1	1	1	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	1	0	1																						4357	3942	4045	1457	3012	3637	3415	2828	3442	2109	0	0	0	0	0	0	0	1	1	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	4357	VB	IN	DT	NN	IN	NN	CC	NN	NN							VB IN DT NN IN NN CC NN NN      
558	"Bring with thee airs from heaven or blasts from hell,"	22	1	2	16	0	0	0	2	0	0	1	0	0	10	0	0	0	1	1	1	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	3	0	0	1	0	1																						3932	714	1297	3540	2684	1562	2261	1933	4778	772	0	0	0	0	0	1	0	1	1	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	3932	NNP	IN	DT	NNS	IN	NN	CC	VBZ	IN	NN						NNP IN DT NNS IN NN CC VBZ IN NN     
559	"Be thy intents wicked or charitable,"	0	0	3	15	0	0	0	2	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1																						2142	141	537	1726	2596	4762	1830	2851	1162	1377	0	0	0	0	0	0	0	0	-1	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	2142	VB	JJ	NNS	JJ	CC	VB										VB JJ NNS JJ CC VB         
560	Thou comest in such a questionable shape	0	0	4	14	0	0	1	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	1	0	0	1	0	0																						2590	1556	2026	566	4073	2194	1524	2006	2159	1378	0	0	0	0	0	0	0	0	-1	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	NNP	NN	IN	JJ	DT	JJ	NN									NNP NN IN JJ DT JJ NN        
561	"That I will speak to thee: I''ll call thee Hamlet,"	0	0	5	13	0	0	2	0	1	0	1	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0																						4852	996	760	2207	3883	918	4850	1496	3132	2872	0	0	0	0	0	0	0	0	-1	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	4852	IN	PRP	MD	VB	TO	DT	JJ	NN	PRP	.						IN PRP MD VB TO DT JJ NN PRP .     
562	"King, father, royal Dane: O, answer me!"	14	1	6	12	0	0	3	0	1	0	3	0	0	7	0	0	1	1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0																						690	2392	583	1692	1	2662	4249	2631	102	2972	0	0	0	0	0	1	0	1	1	-1	-1	690	690	690	690	690	-1	690	113	47	690	690	690	690	690	56	690	NNP	NN	JJ	NNP	NNP	NN	.									NNP NN JJ NNP NNP NN .        
563	Let me not burst in ignorance; but tell	0	0	7	11	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1																						1807	4609	4628	3870	3907	68	2816	1224	405	4534	0	0	0	0	0	0	0	0	-1	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	1807	VB	PRP	RB	VB	IN	NN	CC	VB								VB PRP RB VB IN NN CC VB       
564	"Why thy canonized bones, hearsed in death,"	0	0	8	10	0	0	1	0	0	0	2	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0																						3028	4675	480	2653	2492	1982	2498	3382	1287	4578	0	0	0	0	0	0	0	0	-1	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	3028	WRB	JJ	VBN	NN	VBN	IN	NN									WRB JJ VBN NN VBN IN NN        
565	"Have burst their cerements; why the sepulchre,"	0	0	9	9	0	0	2	0	0	0	1	1	0	7	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0																						1315	4333	4017	4639	1109	401	2207	911	916	2457	0	0	0	0	0	0	0	0	-1	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	1315	VBP	VBD	PRP$	NN	WRB	DT	NN									VBP VBD PRP$ NN WRB DT NN        
566	"Wherein we saw thee quietly inurn''d,"	0	0	10	8	0	0	3	0	0	0	1	0	0	6	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																						1307	3303	2210	610	4322	206	4570	1254	824	1437	0	0	0	0	0	0	0	0	-1	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	1307	WRB	PRP	VBD	PRP	RB	.										WRB PRP VBD PRP RB .         
567	"Hath oped his ponderous and marble jaws,"	0	0	11	7	0	0	4	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1																						4605	2381	3278	3058	1199	2821	996	1182	3888	4809	0	0	0	0	0	0	0	0	-1	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	4605	NNP	VBD	PRP$	JJ	CC	NN	NNS									NNP VBD PRP$ JJ CC NN NNS        
568	"To cast thee up again. What may this mean,"	0	0	12	6	0	0	5	0	0	1	1	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0																						3513	1510	3892	4414	2815	1088	882	4506	106	530	0	0	0	0	0	0	0	0	-1	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	3513	TO	VB	PRP	RP	.	WDT	MD	DT	NN							TO VB PRP RP . WDT MD DT NN      
569	"That thou, dead corse, again in complete steel"	0	0	13	5	0	0	6	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	1	0	0																						1898	4245	387	4683	1766	2907	3771	4928	1370	4276	0	0	0	0	0	0	0	0	-1	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	1898	DT	VBD	JJ	NN	RB	IN	JJ	NN								DT VBD JJ NN RB IN JJ NN       
570	"Revisit''st thus the glimpses of the moon,"	14	1	14	4	0	0	7	2	0	0	1	0	0	7	0	1	0	1	1	1	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0	2	0	0																						3683	2283	4592	3184	3332	4832	2910	4190	3446	4246	0	0	0	0	0	1	0	1	1	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	3683	NNP	RB	DT	NNS	IN	DT	NN									NNP RB DT NNS IN DT NN        
571	Making night hideous; and we fools of nature	0	0	15	3	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	1																						2720	1822	211	3951	3463	2557	1143	579	1554	4135	0	0	0	0	0	0	0	0	-1	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	VBG	NN	NN	CC	PRP	NNS	IN	NN								VBG NN NN CC PRP NNS IN NN       
